fiber_id,area_px,centroid_x,centroid_y,perimeter_px,equiv_diameter_px,circularity,aspect_ratio,bbox_x,bbox_y,bbox_width,bbox_height
311,13920.00,3720.15,1778.35,1126.60,133.13,0.14,0.65,3625,1643,172,264
312,13906.00,5082.93,4604.47,1349.79,133.06,0.10,0.74,5009,4504,157,213
313,13905.50,5920.22,3281.45,505.35,133.06,0.68,1.41,5832,3215,169,120
314,13896.50,7408.15,3784.39,1041.84,133.02,0.16,1.01,7327,3704,186,185
315,13878.00,3386.69,2066.43,573.61,132.93,0.53,0.73,3314,1974,139,191
316,13812.00,5718.22,5631.19,492.62,132.61,0.72,1.20,5650,5573,153,127
317,13803.50,4702.31,3180.86,493.49,132.57,0.71,1.27,4618,3115,161,127
318,13792.50,6167.93,2264.95,559.37,132.52,0.55,1.05,6084,2188,157,150
319,13785.00,2849.74,7003.84,513.39,132.48,0.66,1.52,2762,6944,179,118
320,13768.50,6395.04,5539.55,1337.69,132.40,0.10,1.24,6283,5446,240,194
321,13749.50,5368.50,3110.45,507.09,132.31,0.67,1.38,5290,3052,176,128
322,13741.00,2384.42,6816.50,517.53,132.27,0.64,0.75,2318,6732,134,179
323,13726.50,3651.92,6522.23,757.51,132.20,0.30,2.86,3515,6485,277,97
324,13723.00,6941.31,3030.80,506.27,132.18,0.67,0.72,6882,2944,121,169
325,13720.50,4468.59,5548.59,521.49,132.17,0.63,1.24,4379,5485,161,130
326,13720.00,7137.91,3044.78,530.27,132.17,0.61,0.60,7081,2952,110,182
327,13683.00,4972.24,2070.80,1308.91,131.99,0.10,0.59,4897,1959,144,243
328,13670.50,6486.09,2369.19,528.80,131.93,0.61,0.88,6404,2285,145,164
329,13644.00,2804.52,6392.91,488.90,131.80,0.72,1.19,2715,6333,159,134
330,13631.50,3227.89,3310.84,524.06,131.74,0.62,0.98,3143,3226,159,163
331,13619.00,5182.88,3721.28,538.76,131.68,0.59,1.96,5093,3674,206,105
332,13609.00,2235.53,4908.08,506.70,131.63,0.67,0.83,2162,4838,134,162
333,13559.00,6506.66,2888.61,1028.51,131.39,0.16,0.88,6417,2786,177,202
334,13552.50,5530.44,3247.27,1155.89,131.36,0.13,0.99,5427,3143,209,211
335,13534.50,5134.61,3198.61,1075.99,131.27,0.15,1.46,5025,3123,230,158
336,13526.00,4590.32,3606.99,1215.83,131.23,0.11,1.21,4462,3505,223,184
337,13498.00,7089.83,4216.39,628.93,131.10,0.43,1.08,6999,4143,171,159
338,13482.00,3938.19,2197.97,514.56,131.02,0.64,0.81,3869,2116,127,156
339,13460.00,4189.11,6192.64,491.93,130.91,0.70,1.43,4106,6131,170,119
340,13448.00,5763.54,2352.30,502.36,130.85,0.67,1.30,5678,2283,169,130
341,13377.00,3268.51,5409.94,506.98,130.51,0.65,0.92,3195,5326,147,160
342,13359.00,7451.07,5438.02,1143.43,130.42,0.13,1.03,7354,5350,199,194
343,13331.50,2814.03,2382.55,546.74,130.29,0.56,1.24,2729,2314,167,135
344,13312.50,3527.32,2499.00,506.32,130.19,0.65,0.95,3454,2426,143,150
345,13279.50,4577.91,1744.47,1257.89,130.03,0.11,1.07,4459,1656,210,196
346,13277.00,5454.05,3172.54,544.30,130.02,0.56,1.30,5374,3109,187,144
347,13264.00,3993.66,3430.08,640.81,129.95,0.41,1.11,3887,3332,210,189
348,13193.00,6549.08,5444.07,495.04,129.61,0.68,1.42,6474,5383,170,120
349,13190.00,4334.52,4857.78,520.36,129.59,0.61,0.96,4262,4781,151,158
350,13172.00,5742.64,3309.20,487.10,129.50,0.70,1.35,5666,3244,161,119
351,13170.00,3852.67,6464.02,529.53,129.49,0.59,0.99,3772,6392,153,154
352,13154.00,3452.91,7714.48,1335.53,129.41,0.09,1.74,3281,7608,337,194
353,13151.50,3327.59,4040.95,977.96,129.40,0.17,0.39,3267,3913,121,308
354,13084.50,2471.58,5993.55,1068.96,129.07,0.14,0.94,2379,5877,202,216
355,13064.00,6278.31,6749.81,472.70,128.97,0.73,0.89,6217,6676,135,151
356,13056.50,4952.62,4058.88,534.20,128.93,0.57,0.82,4876,3975,143,175
357,13044.00,2714.81,4447.26,610.58,128.87,0.44,1.21,2602,4370,202,167
358,13040.00,4116.57,3223.54,604.56,128.85,0.45,0.91,4045,3165,147,162
359,13039.50,3316.72,3786.60,556.68,128.85,0.53,0.87,3232,3691,158,181
360,13036.50,4661.80,2331.69,532.60,128.84,0.58,1.42,4565,2263,173,122
361,13022.50,4573.67,6735.58,1223.81,128.77,0.11,1.16,4489,6627,222,192
362,13012.50,2819.79,4315.57,619.45,128.72,0.43,1.07,2730,4245,168,157
363,12979.50,5329.87,2396.07,1088.82,128.55,0.14,1.65,5210,2324,223,135
364,12941.50,5902.40,3073.24,1057.73,128.37,0.15,1.11,5803,2986,199,180
365,12913.50,4663.90,7536.55,491.77,128.23,0.67,1.03,4588,7470,152,148
366,12891.50,3925.57,5157.26,475.06,128.12,0.72,1.24,3847,5103,147,119
367,12889.50,4148.80,2363.63,547.29,128.11,0.54,0.78,4081,2282,132,170
368,12889.00,4695.09,4301.18,1032.71,128.10,0.15,0.96,4612,4215,171,178
369,12871.50,3530.10,5431.51,506.86,128.02,0.63,1.54,3447,5376,165,107
370,12847.50,6466.40,3075.38,1068.96,127.90,0.14,1.16,6367,2990,189,163
371,12818.00,2235.98,6043.40,462.56,127.75,0.75,0.72,2179,5960,116,160
372,12812.00,3770.49,5422.41,475.93,127.72,0.71,1.12,3699,5360,143,128
373,12805.00,3153.40,1856.43,518.22,127.69,0.60,0.72,3095,1768,120,167
374,12787.00,3057.55,6166.72,493.73,127.60,0.66,1.75,2962,6121,182,104
375,12758.00,4384.04,5660.49,1231.51,127.45,0.11,0.91,4287,5543,201,221
376,12757.50,3184.39,6321.28,520.40,127.45,0.59,1.48,3085,6262,183,124
377,12750.50,4406.76,2909.50,669.80,127.41,0.36,1.02,4326,2824,162,159
378,12727.00,2715.94,3393.08,488.76,127.30,0.67,1.32,2632,3332,161,122
379,12707.50,3857.74,2987.83,1148.27,127.20,0.12,0.63,3782,2883,141,225
380,12678.00,4837.32,5251.21,686.58,127.05,0.34,2.27,4720,5203,225,99
381,12656.50,6119.14,2451.53,513.97,126.94,0.60,1.41,6039,2393,176,125
382,12631.00,2718.47,5577.74,1083.97,126.82,0.14,0.92,2626,5486,179,194
383,12617.50,2832.24,2786.50,510.32,126.75,0.61,0.79,2764,2699,124,156
384,12614.50,6844.08,5222.35,1110.76,126.73,0.13,1.17,6745,5140,199,170
385,12575.00,2843.51,3519.20,475.65,126.53,0.70,1.30,2763,3461,149,115
386,12568.00,3241.69,2214.70,544.98,126.50,0.53,0.91,3158,2124,156,172
387,12567.00,5335.79,4881.05,489.93,126.49,0.66,0.72,5275,4800,117,162
388,12565.00,4368.21,7126.83,511.96,126.48,0.60,0.99,4288,7053,155,156
389,12531.00,5741.43,4816.19,486.01,126.31,0.67,1.48,5650,4754,173,117
390,12502.50,5680.28,6901.44,503.49,126.17,0.62,1.15,5601,6826,154,134
391,12493.50,7120.10,4323.38,533.23,126.12,0.55,1.35,7020,4249,181,134
392,12476.50,4680.80,2539.44,489.97,126.04,0.65,1.20,4604,2474,153,128
393,12381.50,3031.16,5648.73,497.14,125.56,0.63,1.17,2955,5578,151,129
394,12352.00,4234.55,7266.26,1104.74,125.41,0.13,1.41,4128,7178,227,161
395,12329.00,5504.01,2339.58,1061.48,125.29,0.14,0.74,5427,2241,157,213
396,12303.50,4291.05,3651.40,1133.53,125.16,0.12,1.14,4183,3560,209,183
397,12287.00,2750.22,6493.54,1191.28,125.08,0.11,1.59,2618,6413,265,167
398,12280.00,6927.20,2752.78,502.48,125.04,0.61,1.10,6853,2687,143,130
399,12276.00,4280.90,2968.78,465.93,125.02,0.71,0.83,4217,2891,126,152
400,12245.00,3814.10,4748.35,495.87,124.86,0.63,0.80,3745,4669,133,167
401,12233.00,2486.74,4255.02,1233.02,124.80,0.10,1.55,2375,4177,251,162
402,12228.00,4307.79,4150.45,445.59,124.78,0.77,0.99,4241,4085,135,136
403,12225.00,2076.12,4239.89,903.03,124.76,0.19,1.34,1975,4167,190,142
404,12215.00,6543.58,3284.00,528.64,124.71,0.55,0.78,6474,3197,142,183
405,12214.50,6547.13,7450.74,469.49,124.71,0.70,0.99,6485,7377,134,135
406,12201.00,4270.62,1908.37,1015.26,124.64,0.15,0.78,4199,1800,167,213
407,12134.50,3848.21,8023.84,1252.15,124.30,0.10,0.72,3726,7860,248,346
408,12117.00,2749.30,4516.88,929.95,124.21,0.18,1.28,2638,4418,227,178
409,12088.50,6395.79,5177.66,1047.30,124.06,0.14,1.83,6276,5111,221,121
410,12066.50,4488.19,2288.63,985.36,123.95,0.16,0.71,4421,2206,141,198
411,12063.50,1783.05,3939.50,1085.73,123.93,0.13,1.08,1675,3847,210,194
412,12028.50,6528.75,6200.42,502.26,123.75,0.60,0.86,6457,6126,141,164
413,12020.50,3869.30,7641.13,1231.95,123.71,0.10,0.81,3747,7504,232,286
414,12017.50,7674.54,4353.49,771.60,123.70,0.25,0.62,7620,4262,118,190
415,11986.50,4910.75,2296.03,509.91,123.54,0.58,0.89,4843,2213,142,159
416,11964.50,2858.24,5144.88,1098.70,123.42,0.12,1.17,2764,5049,222,189
417,11952.50,5277.61,1993.10,575.14,123.36,0.45,0.41,5233,1895,88,214
418,11899.00,5363.66,3325.19,483.19,123.09,0.64,1.50,5271,3259,176,117
419,11890.00,2338.84,5538.56,645.70,123.04,0.36,0.80,2250,5450,171,215
420,11887.50,7370.62,7318.49,952.79,123.03,0.16,0.39,7312,7172,106,272
421,11881.00,4265.06,2422.82,967.95,122.99,0.16,1.17,4174,2348,183,156
422,11869.50,3018.70,4011.22,498.40,122.93,0.60,0.85,2942,3923,144,169
423,11860.00,3910.20,2058.24,501.10,122.88,0.59,1.31,3822,1996,163,124
424,11851.50,5944.56,7247.94,463.00,122.84,0.69,0.93,5877,7177,133,143
425,11828.00,2473.92,6845.64,509.59,122.72,0.57,0.62,2412,6749,112,180
426,11797.50,5368.67,3762.94,503.69,122.56,0.58,1.49,5288,3701,176,118
427,11783.00,5318.73,7623.38,1111.77,122.49,0.12,0.58,5246,7509,138,239
428,11777.50,4976.91,3432.07,501.49,122.46,0.59,1.46,4898,3373,172,118
429,11762.50,6577.15,2497.63,490.32,122.38,0.61,0.61,6522,2414,106,175
430,11757.50,7584.45,4256.04,934.39,122.35,0.17,1.43,7476,4191,204,143
431,11750.00,4972.73,2487.09,972.92,122.31,0.16,0.83,4894,2391,166,201
432,11748.00,4404.76,3489.95,573.75,122.30,0.45,1.03,4325,3407,157,152
433,11747.50,7097.87,4065.71,503.77,122.30,0.58,1.04,7033,3998,133,128
434,11723.50,3188.67,6521.79,617.71,122.18,0.39,1.43,3098,6457,195,136
435,11678.00,4254.81,5524.27,446.42,121.94,0.74,0.99,4192,5457,132,134
436,11645.50,5801.01,7106.11,451.35,121.77,0.72,0.95,5740,7039,124,130
437,11640.00,3953.41,8253.46,1171.37,121.74,0.11,1.49,3784,8131,311,209
438,11620.50,5744.91,6236.31,446.17,121.64,0.73,1.28,5677,6175,152,119
439,11615.00,7159.31,4637.72,1003.12,121.61,0.15,0.46,7097,4504,139,304
440,11599.50,2549.80,4602.56,508.94,121.53,0.56,1.11,2473,4539,155,140
441,11539.00,3246.04,7167.10,966.23,121.21,0.16,1.35,3126,7088,225,167
442,11502.50,3328.27,7391.48,464.66,121.02,0.67,1.47,3246,7339,162,110
443,11502.00,2751.70,5303.89,466.22,121.02,0.66,0.74,2701,5235,114,154
444,11480.50,4763.08,2101.41,630.40,120.90,0.36,0.54,4719,1996,102,189
445,11473.50,3690.81,4737.12,1078.76,120.87,0.12,1.33,3581,4656,210,158
446,11455.50,5340.20,4361.47,1082.07,120.77,0.12,1.13,5249,4270,207,183
447,11454.00,3969.77,2970.37,526.90,120.76,0.52,0.63,3923,2896,112,179
448,11419.00,3042.92,2994.46,512.50,120.58,0.55,1.47,2958,2938,181,123
449,11400.00,6482.65,3753.35,1007.46,120.48,0.14,1.41,6390,3688,199,141
450,11395.00,4247.38,4052.08,462.76,120.45,0.67,0.69,4190,3972,114,165
451,11387.50,3741.42,5214.04,1074.41,120.41,0.12,1.35,3639,5136,205,152
452,11384.50,7278.63,4525.38,488.86,120.40,0.60,0.80,7223,4439,120,150
453,11370.50,4858.74,4452.00,445.89,120.32,0.72,0.79,4803,4382,112,141
454,11368.00,2676.53,6682.40,1114.25,120.31,0.12,1.32,2565,6593,230,174
455,11332.50,3058.57,5407.68,462.86,120.12,0.66,1.50,2974,5357,164,109
456,11325.00,2992.54,5494.29,480.42,120.08,0.62,1.36,2915,5442,162,119
457,11317.00,2961.62,2935.31,471.04,120.04,0.64,1.22,2880,2869,155,127
458,11309.50,6404.95,4116.63,1008.82,120.00,0.14,1.20,6321,4048,189,157
459,11297.50,3590.44,5327.42,469.83,119.94,0.64,1.01,3510,5255,137,135
460,11289.00,4242.03,5856.56,1142.88,119.89,0.11,1.15,4144,5768,230,200
461,11283.00,2888.82,5578.05,468.33,119.86,0.65,1.52,2807,5531,158,104
462,11281.50,5575.08,2429.91,946.87,119.85,0.16,1.50,5461,2357,212,141
463,11268.50,3253.78,2703.97,568.26,119.78,0.44,0.34,3220,2590,77,225
464,11261.50,3812.31,3399.94,476.80,119.74,0.62,1.27,3731,3335,156,123
465,11240.50,6000.16,5925.85,446.94,119.63,0.71,0.76,5942,5856,119,157
466,11237.00,5587.87,3343.74,443.04,119.61,0.72,1.07,5515,3280,142,133
467,11235.00,3267.00,6209.50,1188.94,119.60,0.10,1.61,3150,6140,248,154
468,11234.00,2234.42,6430.25,435.30,119.60,0.75,0.77,2180,6353,112,145
469,11231.50,6652.56,3147.89,456.03,119.58,0.68,0.69,6600,3074,109,158
470,11224.50,3407.54,5015.32,459.35,119.55,0.67,1.32,3327,4960,152,115
471,11222.00,3942.84,6140.07,464.76,119.53,0.65,1.04,3879,6075,136,131
472,11212.50,2781.14,7417.36,449.20,119.48,0.70,1.34,2703,7360,154,115
473,11210.50,1622.83,8569.71,898.10,119.47,0.17,0.98,1554,8488,164,168
474,11197.50,6150.72,4272.94,1157.89,119.40,0.10,1.14,5994,4176,293,257
475,11193.00,2887.46,7553.30,1034.63,119.38,0.13,0.63,2832,7457,146,230
476,11186.50,7013.30,4739.45,452.52,119.34,0.69,1.37,6946,4683,151,110
477,11151.50,6826.38,5853.39,1222.01,119.16,0.09,1.36,6726,5764,215,158
478,11150.00,3009.95,6262.23,470.42,119.15,0.63,1.18,2936,6204,142,120
479,11138.50,3262.82,2890.47,536.54,119.09,0.49,0.93,3173,2804,159,171
480,11131.50,6103.67,3576.57,477.35,119.05,0.61,1.18,6029,3515,145,123
481,11122.00,4052.46,7574.86,470.84,119.00,0.63,0.90,3980,7504,137,153
482,11117.00,6636.06,3806.93,436.90,118.97,0.73,0.77,6580,3738,113,147
483,11109.50,7498.90,3621.08,460.37,118.93,0.66,0.82,7432,3536,120,147
484,11091.00,4125.12,8059.49,435.50,118.83,0.73,0.86,4062,7992,115,134
485,11087.00,2815.75,6788.63,447.10,118.81,0.70,0.79,2754,6716,119,150
486,11048.00,7510.16,5584.19,961.60,118.60,0.15,0.91,7415,5479,181,198
487,11041.00,2911.14,5696.51,484.70,118.57,0.59,1.46,2818,5645,175,120
488,11036.50,6218.22,6939.64,457.97,118.54,0.66,1.02,6150,6865,140,137
489,11034.50,6986.07,4591.81,1025.02,118.53,0.13,0.84,6904,4481,171,204
490,11016.00,4011.42,7152.53,900.00,118.43,0.17,1.18,3918,7090,186,157
491,11003.50,2737.16,6895.58,1075.81,118.36,0.12,1.27,2637,6812,214,169
492,10999.00,5650.74,6731.70,432.76,118.34,0.74,0.90,5593,6672,123,136
493,10991.00,2770.13,4233.98,472.50,118.30,0.62,0.79,2711,4162,128,162
494,10982.00,3861.37,4516.76,477.85,118.25,0.60,0.48,3817,4421,88,185
495,10972.50,5061.87,3874.74,962.19,118.20,0.15,0.89,4969,3790,186,208
496,10964.00,5679.19,2163.64,565.81,118.15,0.43,0.99,5593,2075,156,157
497,10964.00,6336.96,3840.57,439.10,118.15,0.71,1.53,6255,3788,158,103
498,10963.00,6781.79,4645.20,1027.48,118.15,0.13,1.02,6695,4560,180,176
499,10962.50,4869.03,2672.25,939.42,118.14,0.16,0.83,4802,2579,156,189
500,10960.00,7240.40,3178.25,567.27,118.13,0.43,0.65,7173,3075,137,210
501,10954.00,4586.40,4093.77,854.41,118.10,0.19,0.61,4527,3976,141,232
502,10948.50,6692.80,2980.95,642.34,118.07,0.33,0.78,6620,2896,132,169
503,10929.50,4714.23,3870.75,990.39,117.97,0.14,1.98,4604,3810,218,110
504,10928.50,2923.36,6842.18,1104.35,117.96,0.11,0.75,2851,6736,150,200
505,10927.50,5255.69,3973.65,1010.13,117.95,0.13,0.71,5146,3871,172,243
506,10925.00,4074.43,7894.07,719.41,117.94,0.27,0.43,4026,7774,98,230
507,10907.00,5306.44,6829.14,434.42,117.84,0.73,0.74,5249,6761,111,150
508,10895.50,5593.02,7183.37,639.23,117.78,0.34,0.94,5528,7110,133,142
509,10889.00,2449.06,3213.62,890.69,117.75,0.17,0.46,2392,3109,109,239
510,10882.50,5076.54,5013.74,554.46,117.71,0.44,0.43,5036,4917,91,210
511,10865.00,6244.69,6363.73,1093.91,117.62,0.11,1.23,6140,6275,206,168
512,10863.50,3050.84,5767.66,432.86,117.61,0.73,1.26,2976,5714,142,113
513,10858.50,3652.52,2198.96,476.92,117.58,0.60,0.82,3603,2134,116,141
514,10854.50,2557.68,7527.23,501.97,117.56,0.54,1.55,2478,7476,171,110
515,10851.00,4989.97,3645.43,465.59,117.54,0.63,0.94,4917,3567,130,138
516,10815.50,5518.14,6724.85,447.83,117.35,0.68,0.89,5455,6657,126,142
517,10808.50,6986.90,2623.40,475.97,117.31,0.60,0.83,6916,2530,130,157
518,10793.00,2480.26,4976.87,1037.69,117.23,0.13,0.99,2350,4837,235,238
519,10786.50,2744.16,4955.20,1039.99,117.19,0.13,1.00,2647,4853,192,192
520,10765.50,2951.35,2544.53,850.93,117.08,0.19,0.93,2872,2466,152,164
521,10715.50,3945.85,3876.52,623.85,116.80,0.35,0.63,3882,3784,120,189
522,10647.00,3206.52,4048.54,1037.60,116.43,0.12,1.18,3105,3955,191,162
523,10635.00,6346.35,5723.06,445.39,116.37,0.67,1.31,6267,5668,153,117
524,10620.00,6622.17,2605.91,518.22,116.28,0.50,0.65,6564,2517,116,178
525,10608.50,5673.28,4670.38,1048.13,116.22,0.12,0.94,5582,4573,180,192
526,10603.00,3095.59,3832.80,528.78,116.19,0.48,0.86,3029,3746,146,169
527,10576.50,4940.33,3792.49,1081.16,116.04,0.11,1.15,4823,3701,200,174
528,10575.50,6955.45,3588.36,535.91,116.04,0.46,0.92,6876,3502,153,167
529,10571.00,6942.24,3914.20,431.04,116.01,0.71,0.91,6883,3845,127,139
530,10570.50,4440.79,4079.26,501.83,116.01,0.53,0.65,4385,3988,115,178
531,10570.00,3375.54,7887.54,1007.34,116.01,0.13,1.24,3251,7790,231,186
532,10562.00,3736.52,5012.40,452.13,115.97,0.65,1.05,3663,4955,132,126
533,10554.50,5352.57,5996.92,925.22,115.92,0.15,1.17,5264,5918,175,150
534,10540.50,3283.36,3159.10,484.74,115.85,0.56,1.07,3208,3086,156,146
535,10532.00,4093.97,5661.20,434.68,115.80,0.70,0.79,4041,5587,108,136
536,10527.00,3335.10,3335.88,951.89,115.77,0.15,0.97,3236,3236,183,189
537,10504.00,3550.97,2369.89,511.04,115.65,0.51,1.04,3467,2289,146,141
538,10493.50,1868.77,4102.05,848.31,115.59,0.18,0.86,1770,4021,162,189
539,10488.00,3589.54,6701.48,978.09,115.56,0.14,1.41,3495,6631,186,132
540,10482.50,3708.70,6588.12,470.17,115.53,0.60,1.72,3620,6540,174,101
541,10475.00,2518.75,7225.60,514.01,115.49,0.50,1.29,2435,7167,177,137
542,10453.50,5854.34,3708.89,955.34,115.37,0.14,1.65,5726,3643,306,185
543,10438.00,7623.87,4123.55,427.30,115.28,0.72,0.72,7575,4057,102,142
544,10428.00,5714.78,7025.33,441.59,115.23,0.67,0.75,5663,6961,109,145
545,10414.00,7558.57,5132.13,836.75,115.15,0.19,1.69,7467,5078,182,108
546,10354.00,6018.62,7021.21,1012.66,114.82,0.13,0.94,5936,6935,184,195
547,10330.50,7346.61,4391.44,861.13,114.69,0.18,0.88,7277,4313,157,179
548,10317.00,3359.56,5883.73,1003.32,114.61,0.13,1.45,3267,5816,206,142
549,10306.00,2668.82,5802.09,996.92,114.55,0.13,0.91,2587,5698,181,200
550,10279.00,6294.68,3463.55,776.75,114.40,0.21,1.58,6185,3403,209,132
551,10277.50,4481.39,5851.13,911.76,114.39,0.16,0.78,4407,5763,138,177
552,10273.50,2200.28,3752.41,649.71,114.37,0.31,1.00,2142,3691,153,153
553,10256.00,2848.15,7190.16,1049.54,114.27,0.12,1.75,2729,7136,240,137
554,10233.50,6698.09,6193.24,436.37,114.15,0.68,1.72,6616,6148,158,92
555,10230.50,3655.87,2669.05,452.86,114.13,0.63,0.76,3605,2601,105,139
556,10227.50,4823.25,3137.11,441.49,114.11,0.66,0.79,4767,3066,118,150
557,10203.00,7064.75,3517.79,447.10,113.98,0.64,0.99,6999,3460,132,133
558,10178.00,5015.08,7909.68,1012.80,113.84,0.12,2.22,4858,7835,300,135
559,10174.00,4349.35,6131.34,1153.77,113.82,0.10,1.14,4250,6045,206,181
560,10171.50,4189.62,6999.19,1028.41,113.80,0.12,1.18,4083,6901,206,174
561,10149.00,5333.33,1751.70,489.53,113.68,0.53,0.79,5275,1687,118,149
562,10139.50,4379.26,6799.95,451.29,113.62,0.63,0.61,4324,6720,100,165
563,10132.00,5943.13,5001.85,451.73,113.58,0.62,1.04,5874,4936,141,135
564,10126.50,6685.58,5966.56,437.35,113.55,0.67,1.18,6616,5909,141,119
565,10121.00,5566.90,2924.17,512.84,113.52,0.48,1.05,5498,2849,139,133
566,10119.00,4792.54,6777.26,819.86,113.51,0.19,0.98,4703,6685,171,175
567,10119.00,3714.51,3930.96,468.70,113.51,0.58,1.38,3624,3869,167,121
568,10118.00,6692.75,4157.10,892.63,113.50,0.16,1.01,6614,4078,160,158
569,10109.00,4940.84,5649.36,1003.06,113.45,0.13,0.86,4861,5562,155,180
570,10108.00,4056.30,3671.77,970.97,113.45,0.13,0.62,3990,3564,136,218
571,10094.00,7337.85,4869.07,1054.66,113.37,0.11,1.13,7237,4789,188,167
572,10087.00,4242.57,5380.11,417.45,113.33,0.73,0.97,4178,5319,123,127
573,10084.50,5059.16,5801.68,456.17,113.31,0.61,0.62,5006,5731,98,159
574,10064.00,6618.29,2722.66,476.01,113.20,0.56,1.12,6549,2658,155,139
575,10056.50,6534.33,4009.52,470.26,113.16,0.57,1.16,6452,3937,156,134
576,10019.00,3032.36,3572.52,796.75,112.95,0.20,1.14,2910,3481,218,191
577,10017.50,2334.06,4812.75,654.34,112.94,0.29,0.65,2281,4720,112,171
578,10006.50,5288.76,6966.80,420.72,112.87,0.71,0.87,5231,6892,117,135
579,10002.00,6628.25,4355.55,580.64,112.85,0.37,0.57,6571,4236,123,217
580,10002.00,3230.08,5132.80,924.63,112.85,0.15,1.24,3133,5053,186,150
581,10001.00,6654.57,5391.54,460.90,112.84,0.59,0.90,6600,5319,131,145
582,9977.00,4965.48,1550.75,520.30,112.71,0.46,0.97,4892,1473,150,155
583,9974.00,2621.80,3608.81,879.26,112.69,0.16,0.70,2542,3515,147,209
584,9946.50,3247.30,7479.44,418.17,112.54,0.71,0.66,3194,7402,102,154
585,9946.00,2583.66,7397.48,558.70,112.53,0.40,2.61,2481,7361,219,84
586,9945.00,5714.43,5525.11,423.02,112.53,0.70,1.54,5644,5477,143,93
587,9944.50,2466.23,4761.79,504.11,112.52,0.49,0.82,2399,4688,131,159
588,9934.50,5418.59,7414.21,458.03,112.47,0.60,0.95,5349,7354,124,130
589,9911.50,4612.44,5986.18,417.40,112.34,0.71,0.80,4558,5913,109,137
590,9910.00,3708.15,4425.07,431.45,112.33,0.67,0.60,3661,4353,97,163
591,9910.00,4010.53,2425.76,425.45,112.33,0.69,1.19,3943,2370,136,114
592,9907.00,3646.01,5933.58,955.60,112.31,0.14,1.22,3557,5860,182,149
593,9904.50,7179.18,3965.72,416.72,112.30,0.72,0.94,7121,3901,120,127
594,9888.00,5637.41,5812.38,403.99,112.20,0.76,1.16,5573,5757,126,109
595,9866.50,5140.74,1730.83,655.65,112.08,0.29,0.32,5106,1611,74,228
596,9863.50,2802.92,3831.41,527.09,112.07,0.45,0.71,2737,3750,128,181
597,9856.00,4285.67,7403.96,995.89,112.02,0.12,1.29,4177,7339,199,154
598,9832.50,5443.53,7564.44,534.60,111.89,0.43,0.68,5380,7481,118,174
599,9814.00,3450.38,5739.05,971.20,111.78,0.13,1.26,3345,5663,206,164
600,9813.00,4150.49,4370.07,446.42,111.78,0.62,0.88,4091,4306,121,138
601,9741.50,2584.51,2563.97,697.45,111.37,0.25,0.96,2521,2490,136,141
602,9731.00,4453.91,4259.56,978.71,111.31,0.13,0.69,4376,4165,141,205
603,9683.00,3535.17,2778.21,456.27,111.04,0.58,1.08,3457,2713,141,131
604,9682.00,3394.12,5414.25,467.45,111.03,0.56,1.46,3310,5361,152,104
605,9659.50,5924.18,6941.83,438.52,110.90,0.63,0.67,5878,6874,101,150
606,9653.50,6701.35,4805.73,910.02,110.87,0.15,1.01,6626,4721,160,158
607,9650.50,2906.22,3995.58,477.29,110.85,0.53,1.05,2822,3917,148,141
608,9640.00,2770.05,3024.50,419.45,110.79,0.69,1.12,2705,2966,131,117
609,9638.50,4145.93,6716.06,393.26,110.78,0.78,0.86,4095,6658,106,123
610,9630.50,6848.57,5974.59,921.54,110.73,0.14,1.78,6754,5922,194,109
611,9626.50,6306.21,3963.65,418.58,110.71,0.69,0.82,6251,3898,104,127
612,9626.50,5189.75,6137.33,964.87,110.71,0.13,0.84,5110,6039,159,190
613,9604.50,6711.33,6089.32,448.37,110.58,0.60,1.11,6640,6030,130,117
614,9583.50,5006.61,4167.01,867.90,110.46,0.16,0.71,4947,4072,126,178
615,9576.00,7189.93,4957.28,891.60,110.42,0.15,0.77,7124,4866,144,188
616,9574.50,4971.04,5873.16,924.25,110.41,0.14,1.08,4894,5796,165,153
617,9567.00,5392.87,7278.38,928.21,110.37,0.14,0.77,5330,7187,138,179
618,9562.00,5000.50,3053.67,465.99,110.34,0.55,1.42,4932,2997,150,106
619,9561.00,6686.39,5292.92,857.03,110.33,0.16,1.41,6586,5233,191,135
620,9557.00,5674.35,3547.04,445.04,110.31,0.61,0.89,5611,3484,124,139
621,9557.00,5683.76,7286.50,418.07,110.31,0.69,0.70,5634,7216,101,145
622,9545.50,5836.32,3202.84,480.03,110.24,0.52,1.60,5761,3159,160,100
623,9530.50,5690.41,6531.78,971.90,110.16,0.13,0.67,5622,6423,145,216
624,9528.00,7304.81,3487.60,407.36,110.14,0.72,1.21,7241,3431,127,105
625,9489.00,5830.86,5364.70,408.07,109.92,0.72,1.14,5771,5309,135,118
626,9480.00,3530.29,3189.68,863.86,109.86,0.16,0.71,3472,3104,135,191
627,9473.50,6121.98,5967.09,439.35,109.83,0.62,0.93,6056,5898,125,135
628,9461.50,3957.76,4769.38,443.35,109.76,0.60,0.94,3900,4712,123,131
629,9442.00,3305.35,4497.21,873.18,109.64,0.16,1.22,3207,4430,180,147
630,9438.50,3958.17,3292.51,1023.30,109.62,0.11,1.27,3855,3219,204,160
631,9412.50,4122.79,3116.06,430.03,109.47,0.64,1.03,4071,3049,121,117
632,9396.00,4071.47,2516.46,767.92,109.38,0.20,0.93,3998,2446,135,145
