fiber_id,area_px,centroid_x,centroid_y,perimeter_px,equiv_diameter_px,circularity,aspect_ratio,bbox_x,bbox_y,bbox_width,bbox_height
633,9395.50,4982.10,7149.75,982.19,109.37,0.12,0.83,4916,7046,158,191
634,9389.50,7565.61,5705.44,433.14,109.34,0.63,0.82,7506,5644,117,142
635,9382.00,3706.71,2928.66,876.55,109.30,0.15,0.76,3643,2841,137,181
636,9379.00,5547.37,4335.68,919.46,109.28,0.14,0.56,5481,4231,138,247
637,9372.00,3149.25,4305.76,428.62,109.24,0.64,0.94,3091,4247,121,129
638,9358.00,3777.00,4498.44,720.24,109.16,0.23,0.62,3719,4413,103,167
639,9347.50,4082.05,5969.99,415.69,109.09,0.68,1.32,4014,5919,137,104
640,9341.00,3627.69,3409.44,808.35,109.06,0.18,0.72,3561,3324,132,183
641,9338.00,3028.28,6577.21,969.74,109.04,0.12,1.51,2929,6509,195,129
642,9333.00,3554.87,5017.33,420.19,109.01,0.66,1.71,3482,4978,149,87
643,9330.50,4765.06,2782.56,411.06,109.00,0.69,0.99,4701,2720,121,122
644,9329.00,5559.98,6848.12,941.80,108.99,0.13,0.88,5480,6766,154,176
645,9328.50,4849.61,4872.19,412.03,108.98,0.69,0.97,4792,4814,120,124
646,9325.50,4383.85,6311.31,948.96,108.97,0.13,1.19,4287,6233,218,183
647,9324.00,4940.54,6768.81,415.79,108.96,0.68,1.03,4882,6703,124,120
648,9314.50,3502.17,5532.85,445.55,108.90,0.59,1.11,3446,5484,127,114
649,9312.00,4175.08,4485.08,427.79,108.89,0.64,1.42,4109,4431,146,103
650,9305.00,3175.16,4177.99,1040.49,108.85,0.11,1.26,3076,4110,192,152
651,9298.50,6599.07,5667.71,479.63,108.81,0.51,1.73,6505,5616,180,104
652,9287.50,4177.43,6596.06,405.75,108.74,0.71,0.96,4124,6538,113,118
653,9286.00,2661.69,2901.56,409.71,108.74,0.70,1.64,2593,2861,138,84
654,9281.50,4304.45,5199.72,435.55,108.71,0.61,0.67,4261,5129,99,147
655,9278.00,5686.14,3219.01,435.65,108.69,0.61,1.15,5625,3167,135,117
656,9274.00,4877.83,2422.33,426.07,108.66,0.64,0.99,4816,2360,125,126
657,9265.00,4642.28,5408.96,812.83,108.61,0.18,0.85,4560,5308,167,197
658,9239.50,4417.96,4375.44,449.20,108.46,0.58,0.72,4376,4300,108,151
659,9237.00,3174.00,6615.52,402.48,108.45,0.72,1.15,3115,6557,129,112
660,9237.00,6171.96,3123.57,471.87,108.45,0.52,0.74,6118,3050,116,156
661,9231.00,6625.52,7633.28,481.87,108.41,0.50,1.23,6551,7568,161,131
662,9227.00,6863.14,4035.84,407.65,108.39,0.70,1.33,6796,3987,138,104
663,9216.00,2816.53,3127.12,440.96,108.32,0.60,1.37,2747,3081,142,104
664,9206.50,4292.32,4451.73,678.97,108.27,0.25,1.10,4224,4391,142,129
665,9194.00,7422.59,3362.58,472.84,108.20,0.52,0.67,7361,3271,117,175
666,9160.00,3856.10,3994.36,431.45,107.99,0.62,1.16,3787,3938,135,116
667,9156.00,6027.24,2121.35,652.44,107.97,0.27,0.43,5978,2019,92,212
668,9148.00,4244.16,3563.53,432.27,107.92,0.62,1.22,4177,3513,143,117
669,9144.00,3443.22,6297.38,883.03,107.90,0.15,0.89,3359,6227,159,178
670,9142.50,2912.11,7274.03,461.14,107.89,0.54,1.27,2827,7214,150,118
671,9139.50,2344.92,6266.61,450.86,107.87,0.57,0.64,2293,6185,104,163
672,9133.50,3183.68,2872.10,475.29,107.84,0.51,0.72,3123,2798,121,167
673,9124.00,2965.10,2055.52,753.09,107.78,0.20,0.84,2891,1980,159,189
674,9106.00,6967.40,3682.47,530.01,107.68,0.41,1.05,6903,3619,153,146
675,9095.50,3974.82,7846.61,830.36,107.61,0.17,0.79,3893,7771,148,188
676,9095.50,5762.42,7449.49,438.52,107.61,0.59,0.69,5714,7372,102,147
677,9081.50,4497.13,3745.80,471.77,107.53,0.51,0.79,4441,3674,127,160
678,9080.00,3218.39,3469.65,837.92,107.52,0.16,0.98,3138,3392,162,165
679,9077.50,4841.31,4285.97,855.54,107.51,0.16,0.69,4788,4201,122,178
680,9077.50,3666.35,6448.82,895.96,107.51,0.14,1.93,3565,6384,210,109
681,9073.00,3480.42,5105.52,798.47,107.48,0.18,1.51,3403,5053,169,112
682,9052.00,4230.11,2835.13,799.92,107.36,0.18,1.04,4148,2760,156,150
683,9051.50,5270.88,5940.66,674.71,107.35,0.25,0.88,5203,5864,141,160
684,9046.50,5436.53,2984.37,755.39,107.32,0.20,0.99,5367,2916,137,139
685,9041.00,2712.98,2513.64,718.32,107.29,0.22,1.06,2648,2447,136,128
686,9027.50,7355.27,4043.28,401.55,107.21,0.70,0.91,7296,3979,116,128
687,9025.00,5388.13,6323.27,401.65,107.20,0.70,1.18,5325,6268,129,109
688,9020.50,6228.48,7110.90,419.35,107.17,0.64,0.77,6175,7038,111,144
689,9017.50,4861.89,7871.38,892.39,107.15,0.14,0.55,4792,7751,147,266
690,9009.50,7723.85,4115.86,679.05,107.10,0.25,0.57,7669,4007,114,200
691,9007.50,3626.61,4498.64,385.20,107.09,0.76,0.82,3574,4438,107,131
692,9004.00,2272.28,6713.79,502.36,107.07,0.45,0.99,2199,6660,128,129
693,8999.50,6047.45,5830.99,409.35,107.04,0.67,1.16,5980,5781,135,116
694,8998.00,2549.99,6620.31,444.96,107.04,0.57,0.56,2503,6540,94,168
695,8997.00,2139.41,6403.82,416.76,107.03,0.65,0.73,2086,6329,107,147
696,8983.00,3649.57,5816.78,449.04,106.95,0.56,1.24,3580,5754,139,112
697,8970.00,4833.96,7492.48,895.12,106.87,0.14,0.56,4766,7367,135,240
698,8970.00,2942.09,3138.24,390.62,106.87,0.74,0.88,2892,3077,110,125
699,8954.50,3525.68,4717.41,788.45,106.78,0.18,1.04,3436,4637,173,167
700,8952.50,6585.22,6048.27,843.22,106.76,0.16,1.23,6476,5957,195,159
701,8950.00,7204.84,4095.37,413.93,106.75,0.66,0.98,7148,4035,125,127
702,8948.00,5732.69,5250.11,856.21,106.74,0.15,0.84,5661,5145,152,181
703,8934.00,4249.25,4308.37,917.80,106.65,0.13,0.67,4187,4216,128,192
704,8933.50,6227.87,4104.38,854.31,106.65,0.15,1.74,6084,4049,228,131
705,8931.50,4896.42,6981.55,392.23,106.64,0.73,1.31,4828,6930,134,102
706,8922.50,4316.87,6393.11,430.23,106.59,0.61,0.79,4270,6322,103,131
707,8920.50,3758.07,4321.61,429.75,106.57,0.61,0.77,3693,4261,109,142
708,8912.50,6163.90,5651.48,902.39,106.53,0.14,0.86,6060,5545,178,207
709,8899.00,2606.33,5708.34,712.26,106.45,0.22,0.89,2533,5630,143,160
710,8897.50,5152.55,5284.34,388.37,106.44,0.74,0.92,5091,5226,114,124
711,8887.00,3942.35,6902.12,433.65,106.37,0.59,1.00,3875,6842,123,123
712,8886.00,6274.25,5820.53,420.96,106.37,0.63,0.89,6209,5759,118,133
713,8868.00,5178.57,4493.87,392.39,106.26,0.72,1.01,5124,4443,108,107
714,8846.50,2396.30,7241.27,678.77,106.13,0.24,1.08,2319,7181,155,143
715,8843.50,3624.16,1828.87,438.86,106.11,0.58,0.79,3574,1760,107,136
716,8809.50,6719.17,2497.75,433.97,105.91,0.59,0.65,6667,2421,106,163
717,8807.00,3983.26,6437.42,545.67,105.89,0.37,1.30,3895,6374,165,127
718,8806.50,4890.84,3179.65,671.80,105.89,0.25,0.57,4834,3086,102,178
719,8802.50,4059.85,4066.27,446.37,105.87,0.56,0.64,4002,4000,102,159
720,8802.50,6824.76,8798.39,731.11,105.87,0.21,1.13,6739,8731,163,144
721,8802.00,3618.09,5698.75,393.93,105.86,0.71,0.81,3562,5633,110,135
722,8793.00,6084.34,5306.23,415.65,105.81,0.64,0.63,6038,5231,96,152
723,8791.50,3707.20,3846.67,482.94,105.80,0.47,0.86,3633,3775,137,160
724,8791.00,7046.57,4970.44,383.85,105.80,0.75,1.27,6989,4924,128,101
725,8785.00,6727.58,4290.20,859.72,105.76,0.15,0.76,6665,4209,133,176
726,8781.50,2752.65,5085.41,636.88,105.74,0.27,1.11,2682,5030,133,120
727,8778.00,3647.95,2523.89,582.50,105.72,0.33,0.61,3601,2431,101,166
728,8768.50,3625.66,4376.85,430.72,105.66,0.59,0.81,3573,4312,114,140
729,8766.00,2811.83,7339.52,434.62,105.65,0.58,1.42,2737,7290,151,106
730,8764.50,5503.04,6961.46,384.43,105.64,0.75,1.11,5446,6902,120,108
731,8730.00,3365.47,3466.10,813.58,105.43,0.17,0.99,3296,3395,148,150
732,8727.50,5087.60,5489.08,377.95,105.41,0.77,0.79,5041,5430,96,121
733,8705.50,3842.09,2313.07,421.55,105.28,0.62,1.02,3786,2261,116,114
734,8704.00,3094.38,5554.56,409.45,105.27,0.65,1.37,3016,5497,144,105
735,8697.50,7243.56,4349.21,661.03,105.23,0.25,0.64,7196,4274,103,160
736,8694.00,7369.56,4983.10,412.90,105.21,0.64,0.92,7311,4926,122,132
737,8688.00,3903.69,4162.42,936.15,105.18,0.12,1.15,3820,4062,206,179
738,8677.00,3803.47,7272.43,887.46,105.11,0.14,1.99,3642,7204,269,135
739,8667.00,2681.56,6989.89,413.79,105.05,0.64,1.48,2612,6945,142,96
740,8652.00,5445.15,4885.28,395.85,104.96,0.69,0.93,5392,4830,111,120
741,8642.00,3637.25,7567.17,586.38,104.90,0.32,1.55,3529,7504,189,122
742,8636.50,5925.67,6541.18,398.86,104.86,0.68,1.12,5863,6481,126,113
743,8633.50,6670.70,5168.24,734.16,104.85,0.20,1.45,6577,5094,197,136
744,8622.00,2879.19,4107.43,394.76,104.78,0.70,1.01,2819,4052,124,123
745,8620.00,4604.36,5172.54,863.52,104.76,0.15,0.48,4551,5059,111,231
746,8607.00,6347.78,6680.75,429.45,104.68,0.59,1.29,6270,6633,142,110
747,8572.00,7012.45,3371.31,464.90,104.47,0.50,0.49,6968,3281,92,186
748,8565.50,6543.58,4503.98,381.06,104.43,0.74,0.73,6495,4440,97,133
749,8543.00,5856.81,3835.82,652.04,104.29,0.25,1.75,5762,3784,203,116
750,8537.00,5789.79,7219.58,713.21,104.26,0.21,1.00,5721,7161,154,154
751,8535.00,5790.13,4516.34,435.59,104.25,0.57,1.35,5722,4470,149,110
752,8535.00,3957.16,8155.69,850.35,104.25,0.15,0.87,3878,8080,148,170
753,8533.00,5786.00,6452.94,398.13,104.23,0.68,0.61,5742,6388,90,147
754,8532.50,3437.78,2628.09,396.23,104.23,0.68,0.77,3388,2560,101,131
755,8527.00,3845.76,4308.92,914.41,104.20,0.13,0.50,3802,4213,107,215
756,8510.00,3786.85,3585.40,846.75,104.09,0.15,0.77,3720,3498,133,173
757,8509.00,4023.83,3045.35,741.78,104.09,0.19,0.82,3959,2963,133,163
758,8508.50,6136.99,6723.76,777.19,104.08,0.18,0.87,6050,6638,169,195
759,8506.50,3430.63,7588.44,986.73,104.07,0.11,1.04,3337,7508,172,165
760,8505.50,4850.38,4573.96,782.16,104.07,0.17,1.28,4767,4510,161,126
761,8505.50,3170.72,5668.63,740.22,104.07,0.20,1.16,3103,5609,151,130
762,8488.50,4433.28,3600.97,683.80,103.96,0.23,0.82,4368,3525,129,158
763,8481.50,6199.06,5867.88,406.86,103.92,0.64,1.17,6138,5807,132,113
764,8469.50,2581.56,2674.75,500.32,103.84,0.43,1.38,2512,2623,141,102
765,8469.50,5115.65,3052.13,438.52,103.84,0.55,0.90,5057,2986,112,124
766,8461.50,4781.40,2368.83,415.20,103.80,0.62,0.97,4727,2305,116,120
767,8461.00,2587.14,3487.43,555.19,103.79,0.34,0.51,2543,3402,89,176
768,8458.00,5091.52,5687.50,373.16,103.77,0.76,1.01,5032,5632,111,110
769,8455.50,5587.75,6037.76,364.23,103.76,0.80,1.06,5526,5986,115,109
770,8450.50,6659.83,7036.04,781.13,103.73,0.17,1.16,6578,6968,171,148
771,8443.50,6460.58,3425.94,369.55,103.69,0.78,0.90,6406,3369,108,120
772,8436.50,6295.15,7417.96,405.49,103.64,0.64,0.64,6250,7347,90,141
773,8430.00,5448.09,4607.91,803.64,103.60,0.16,0.87,5336,4532,171,196
774,8418.50,3715.83,5729.90,379.89,103.53,0.73,0.81,3660,5672,101,124
775,8413.00,7595.77,5013.85,763.70,103.50,0.18,0.90,7499,4916,152,168
776,8405.00,4373.68,3903.21,705.78,103.45,0.21,1.09,4302,3842,149,137
777,8402.50,3123.01,4450.99,449.14,103.43,0.52,0.71,3065,4382,111,157
778,8368.00,6394.76,5063.42,845.03,103.22,0.15,0.96,6308,4981,163,169
779,8368.00,7184.87,3381.71,439.30,103.22,0.54,0.63,7131,3302,101,161
780,8367.00,4337.54,6009.36,815.78,103.21,0.16,1.27,4259,5943,166,131
781,8336.50,2073.50,4746.86,434.23,103.03,0.56,0.72,2017,4679,102,141
782,8331.50,3528.44,5903.00,388.63,103.00,0.69,1.11,3476,5857,114,103
783,8326.50,4205.63,6050.42,856.57,102.96,0.14,0.64,4150,5968,108,168
784,8326.00,4762.92,5025.82,657.55,102.96,0.24,0.78,4703,4949,119,153
785,8325.00,5537.25,4656.71,538.56,102.95,0.36,0.53,5497,4582,83,157
786,8324.50,4647.73,4193.56,455.83,102.95,0.50,0.56,4592,4098,98,174
787,8321.00,6456.99,4921.96,873.03,102.93,0.14,0.87,6390,4842,142,163
788,8318.50,5794.86,3527.55,460.52,102.91,0.49,1.55,5717,3482,169,109
789,8313.00,5723.63,6016.25,377.16,102.88,0.73,1.04,5669,5959,112,108
790,8298.00,5082.84,3317.66,406.96,102.79,0.63,1.45,5013,3269,146,101
791,8293.00,6996.23,2884.93,416.96,102.76,0.60,0.48,6954,2799,79,164
792,8281.50,1772.55,2570.93,376.23,102.69,0.74,1.12,1718,2519,114,102
793,8272.00,3068.27,3066.28,446.22,102.63,0.52,1.16,2997,2996,149,129
794,8269.00,4594.81,4765.88,438.90,102.61,0.54,0.64,4548,4688,101,159
795,8255.00,4329.45,5755.80,413.99,102.52,0.61,1.39,4254,5710,143,103
796,8253.00,4064.00,6913.09,818.81,102.51,0.15,0.89,4002,6851,141,158
797,8246.00,6017.11,6602.17,365.99,102.47,0.77,1.14,5961,6548,117,103
798,8232.00,6827.46,6353.80,396.82,102.38,0.66,1.73,6748,6309,144,83
799,8208.50,5750.03,5737.08,770.85,102.23,0.17,1.18,5676,5673,156,132
800,8208.00,4830.45,1849.95,774.95,102.23,0.17,1.07,4766,1785,163,152
801,8206.50,4163.07,5463.17,381.75,102.22,0.71,1.23,4105,5413,123,100
802,8202.00,4762.12,4798.89,660.30,102.19,0.24,1.02,4704,4744,130,128
803,8190.00,2888.31,3042.21,409.02,102.12,0.62,1.52,2817,2996,137,90
804,8188.00,5068.87,7391.65,798.61,102.10,0.16,0.63,5016,7310,109,172
805,8179.50,3175.37,2361.30,442.86,102.05,0.52,1.11,3102,2302,136,123
806,8170.00,4230.71,3214.62,419.16,101.99,0.58,0.59,4192,3147,86,147
807,8165.00,4289.28,4702.48,755.35,101.96,0.18,0.80,4224,4620,124,155
808,8162.50,6799.07,6255.32,365.26,101.95,0.77,0.80,6752,6193,97,122
809,8158.00,5659.17,2833.53,751.09,101.92,0.18,0.83,5604,2762,127,153
810,8156.50,5093.58,4218.65,389.20,101.91,0.68,0.93,5045,4160,114,123
811,8144.50,3372.60,2205.53,389.55,101.83,0.67,0.79,3319,2147,104,131
812,8131.50,5534.24,5114.08,737.68,101.75,0.19,0.69,5467,5024,125,182
813,8123.50,5120.06,4853.03,745.34,101.70,0.18,0.95,5056,4783,143,150
814,8123.00,5828.19,6989.90,362.88,101.70,0.78,0.95,5777,6938,102,107
815,8120.00,4710.11,7751.22,875.78,101.68,0.13,0.27,4666,7619,79,290
816,8062.00,3036.55,3278.26,387.30,101.32,0.68,1.13,2970,3222,120,106
817,8057.00,5214.80,3812.18,420.68,101.28,0.57,1.03,5164,3757,119,115
818,8053.50,4774.56,7612.43,369.75,101.26,0.74,0.87,4723,7552,103,119
819,8044.00,6186.85,6263.64,402.76,101.20,0.62,0.96,6137,6206,119,124
820,8039.00,4146.31,4020.99,709.41,101.17,0.20,0.46,4103,3925,88,192
821,8033.50,5713.43,5365.85,376.09,101.14,0.71,1.07,5657,5317,115,107
822,8032.50,3862.67,7050.74,392.92,101.13,0.65,0.86,3809,6989,101,117
823,8032.50,6552.82,7749.45,700.48,101.13,0.21,0.83,6496,7682,126,152
824,8032.00,7574.42,4428.99,442.48,101.13,0.52,0.59,7525,4344,93,158
825,8014.00,3705.51,3130.96,416.33,101.01,0.58,0.53,3664,3052,81,154
826,7999.50,2665.46,3114.35,425.95,100.92,0.55,2.12,2587,3077,157,74
827,7998.50,7526.10,5321.47,677.31,100.92,0.22,1.50,7446,5270,155,103
828,7995.50,5339.74,5551.56,383.89,100.90,0.68,1.37,5269,5499,136,99
829,7987.50,6396.12,5824.66,725.25,100.85,0.19,0.95,6335,5755,142,150
830,7987.00,6398.52,4831.91,392.33,100.84,0.65,1.02,6349,4784,115,113
831,7983.50,2550.23,7095.65,636.48,100.82,0.25,0.75,2484,7006,128,170
832,7964.50,2256.27,4586.81,436.52,100.70,0.53,1.13,2184,4527,139,123
833,7957.00,2209.85,6556.47,370.53,100.65,0.73,1.08,2158,6508,113,105
834,7954.00,6682.03,5766.78,389.65,100.63,0.66,0.79,6635,5710,98,124
835,7952.50,3450.32,3485.34,563.71,100.63,0.31,0.75,3394,3411,119,159
836,7942.50,2989.01,4410.74,638.34,100.56,0.24,0.53,2938,4335,95,179
837,7940.00,2451.56,4405.19,386.96,100.55,0.67,0.80,2405,4345,102,127
838,7936.00,3617.98,2917.96,445.99,100.52,0.50,0.53,3572,2834,88,165
839,7935.50,5243.62,7094.28,713.45,100.52,0.20,0.80,5185,7026,115,143
840,7935.00,4755.26,3686.33,713.49,100.51,0.20,0.81,4681,3600,136,167
841,7933.00,6674.07,4553.47,786.41,100.50,0.16,1.05,6574,4488,184,175
842,7924.00,4171.11,4180.68,695.29,100.44,0.21,0.72,4100,4102,128,177
843,7922.00,5593.07,5330.27,381.71,100.43,0.68,0.61,5551,5268,86,140
844,7921.00,3547.77,5619.03,734.89,100.43,0.18,1.20,3467,5557,154,128
845,7920.50,4810.52,3494.30,778.97,100.42,0.16,0.84,4752,3424,142,170
846,7909.50,3149.56,7847.87,817.48,100.35,0.15,1.01,3067,7769,155,154
847,7899.00,5221.89,3100.49,387.65,100.29,0.66,1.38,5151,3051,135,98
848,7895.50,6499.00,5745.01,721.39,100.26,0.19,0.90,6431,5642,174,193
849,7894.00,3381.59,7992.35,413.30,100.25,0.58,0.98,3326,7934,122,125
850,7884.00,3568.48,4217.30,402.96,100.19,0.61,0.98,3505,4155,121,123
851,7883.50,4764.77,6672.15,678.57,100.19,0.22,0.96,4705,6604,144,150
852,7882.00,5565.49,6588.43,396.13,100.18,0.63,0.86,5513,6528,105,122
853,7879.50,2874.33,5790.61,383.89,100.16,0.67,1.19,2812,5739,125,105
854,7878.50,3662.08,2783.82,420.37,100.16,0.56,1.07,3593,2719,122,114
855,7869.00,7483.27,3445.84,447.24,100.10,0.49,0.51,7446,3364,81,160
856,7867.00,3651.67,6789.33,369.50,100.08,0.72,1.03,3597,6739,108,105
857,7847.00,3009.46,6926.05,746.26,99.96,0.18,0.84,2947,6845,132,157
858,7841.50,4589.01,4451.66,362.63,99.92,0.75,0.86,4539,4396,96,112
859,7835.50,2250.95,5762.49,434.37,99.88,0.52,0.49,2207,5675,83,170
860,7834.00,3221.03,6017.80,400.62,99.87,0.61,0.71,3171,5956,99,139
861,7802.50,2570.29,6305.85,393.12,99.67,0.63,0.75,2524,6250,94,125
862,7788.00,6543.48,3498.11,363.08,99.58,0.74,1.18,6485,3451,110,93
863,7780.50,3330.16,2698.21,414.78,99.53,0.57,0.60,3289,2633,88,147
864,7778.00,5420.98,5859.07,369.91,99.52,0.71,0.80,5375,5801,90,113
865,7767.00,2786.42,2907.31,369.22,99.44,0.72,1.16,2735,2862,107,92
866,7762.50,5811.50,2004.13,590.68,99.42,0.28,0.84,5748,1932,135,160
867,7752.50,4018.65,6330.94,834.31,99.35,0.14,0.85,3956,6247,137,161
868,7752.00,2906.95,3854.43,446.07,99.35,0.49,0.97,2853,3791,115,118
869,7751.50,3548.58,2649.69,739.17,99.35,0.18,0.86,3493,2578,117,136
870,7751.00,3030.54,4262.47,385.93,99.34,0.65,0.93,2972,4206,113,122
871,7750.00,4977.09,3322.85,378.88,99.34,0.68,0.78,4932,3265,98,126
872,7741.50,3953.34,4393.04,919.22,99.28,0.12,1.34,3864,4319,186,139
873,7734.00,3332.77,5994.05,390.33,99.23,0.64,1.34,3269,5950,129,96
874,7733.50,4013.53,4977.60,736.08,99.23,0.18,1.15,3927,4920,150,130
875,7732.50,4308.05,2746.22,404.86,99.22,0.59,1.08,4250,2695,121,112
876,7732.00,5151.11,5409.12,405.30,99.22,0.59,0.85,5099,5347,105,123
877,7731.50,4100.54,4541.17,380.92,99.22,0.67,0.98,4050,4485,108,110
878,7721.50,3426.96,2364.00,405.20,99.15,0.59,0.71,3383,2301,94,133
879,7721.00,3973.09,2852.19,700.38,99.15,0.20,1.22,3900,2789,139,114
880,7713.00,2291.12,6838.07,441.30,99.10,0.50,0.57,2250,6760,90,157
881,7708.50,4718.11,2985.54,370.03,99.07,0.71,1.35,4651,2939,131,97
882,7693.50,6414.49,7418.74,399.75,98.97,0.61,1.56,6347,7374,139,89
883,7692.50,2490.13,6558.07,379.61,98.97,0.67,0.58,2450,6489,83,142
884,7688.00,4452.60,4684.30,367.85,98.94,0.71,0.68,4408,4618,89,130
885,7680.50,4532.27,7432.60,642.62,98.89,0.23,0.78,4479,7359,115,147
886,7671.00,5105.06,7751.78,425.24,98.83,0.53,0.51,5063,7674,84,165
887,7667.00,3811.50,5679.85,752.47,98.80,0.17,0.65,3763,5599,111,170
888,7649.00,4770.24,2646.85,366.05,98.69,0.72,0.73,4722,2591,89,122
889,7647.00,3652.75,2340.60,434.13,98.67,0.51,0.60,3611,2279,87,146
890,7639.00,4750.34,7398.94,812.12,98.62,0.15,0.95,4675,7339,150,158
891,7625.50,5841.51,7654.52,370.72,98.53,0.70,0.71,5792,7591,92,130
892,7623.00,3351.52,3203.55,377.45,98.52,0.67,0.84,3297,3138,107,128
893,7620.50,6753.64,8690.03,782.99,98.50,0.16,0.74,6695,8617,118,159
894,7617.50,3157.19,5240.21,380.09,98.48,0.66,0.94,3108,5189,109,116
895,7617.00,6259.84,6194.26,360.13,98.48,0.74,1.01,6203,6145,112,111
896,7613.00,3688.00,5094.89,712.87,98.45,0.19,1.80,3581,5048,194,108
897,7608.00,4631.62,5735.95,754.87,98.42,0.17,0.71,4574,5649,141,198
898,7603.50,3190.66,6750.24,808.79,98.39,0.15,1.38,3101,6686,182,132
899,7582.00,4101.87,2860.08,360.88,98.25,0.73,1.34,4047,2818,118,88
900,7575.00,2907.08,4178.34,437.87,98.21,0.50,0.99,2835,4103,133,135
901,7570.00,3001.19,3499.71,665.15,98.18,0.22,0.66,2914,3386,141,214
902,7568.50,4514.94,6539.31,579.57,98.17,0.28,0.63,4462,6468,106,168
903,7564.50,5657.27,5939.12,370.78,98.14,0.69,0.85,5610,5881,100,117
904,7564.00,4413.38,7747.68,371.65,98.14,0.69,1.00,4350,7696,113,113
905,7562.00,4994.70,5505.07,362.19,98.12,0.72,0.79,4944,5443,95,121
906,7560.00,3127.94,3309.64,495.81,98.11,0.39,1.11,3048,3224,161,145
907,7558.50,2902.20,2873.36,390.58,98.10,0.62,1.03,2854,2822,116,113
908,7553.00,2543.63,5670.97,426.07,98.07,0.52,0.74,2488,5600,109,148
909,7549.00,4223.15,3812.86,371.16,98.04,0.69,0.73,4179,3752,94,128
910,7539.00,2563.81,6451.54,679.96,97.97,0.20,0.69,2518,6384,101,147
911,7532.00,5302.10,4126.85,663.41,97.93,0.22,0.70,5225,4030,129,184
912,7527.00,7096.55,4547.00,397.99,97.90,0.60,0.65,7059,4489,92,141
913,7526.00,2741.92,6158.73,361.85,97.89,0.72,1.07,2684,6115,112,105
914,7511.50,7439.49,6569.99,615.77,97.80,0.25,0.77,7362,6482,121,158
915,7506.00,5333.65,7786.87,573.96,97.76,0.29,0.81,5254,7699,131,162
916,7498.50,6024.39,2753.52,404.37,97.71,0.58,0.71,5971,2683,101,142
917,7494.50,3865.71,3254.50,396.86,97.68,0.60,0.79,3819,3196,103,131
918,7478.50,7031.82,5294.59,489.63,97.58,0.39,1.10,6978,5239,122,111
919,7464.50,4981.76,6340.25,697.39,97.49,0.19,0.68,4929,6252,120,177
920,7462.00,6299.87,7021.13,360.48,97.47,0.72,1.04,6246,6974,113,109
921,7457.50,5557.24,6201.02,758.57,97.44,0.16,1.30,5480,6146,156,120
922,7452.00,5948.14,4502.75,687.75,97.41,0.20,1.95,5850,4444,185,95
923,7443.00,6161.87,7065.80,387.65,97.35,0.62,0.86,6116,7012,107,125
924,7442.50,4117.53,5865.03,357.95,97.35,0.73,0.92,4071,5813,99,108
925,7442.00,2240.89,3113.12,450.62,97.34,0.46,0.69,2178,3020,105,153
926,7436.00,2960.11,3245.41,416.76,97.30,0.54,0.99,2897,3182,124,125
927,7434.50,2930.00,2730.94,422.86,97.29,0.52,0.53,2893,2659,82,154
928,7430.00,5004.40,4886.00,581.67,97.26,0.28,0.99,4946,4823,121,122
929,7422.00,4700.11,7994.07,775.49,97.21,0.16,1.51,4595,7906,203,134
930,7413.00,6697.68,6842.47,689.35,97.15,0.20,1.13,6611,6749,177,156
931,7404.50,3537.23,1869.92,408.58,97.10,0.56,0.55,3495,1795,81,148
932,7392.00,2605.59,4147.11,376.82,97.01,0.65,1.52,2534,4101,131,86
933,7392.00,6511.20,6407.56,424.76,97.01,0.51,1.86,6432,6371,156,84
934,7392.00,3974.90,6617.84,397.16,97.01,0.59,1.62,3901,6578,143,88
935,7391.50,2917.54,7423.19,385.61,97.01,0.62,1.52,2848,7380,134,88
936,7391.50,7549.32,4784.66,642.83,97.01,0.22,1.02,7475,4725,149,146
937,7383.00,3516.96,1676.43,693.35,96.96,0.19,1.81,3408,1625,219,121
938,7373.00,2006.99,4008.48,414.82,96.89,0.54,1.99,1924,3968,159,80
939,7367.50,5469.65,4785.80,627.23,96.85,0.24,1.37,5377,4719,163,119
940,7367.00,4729.29,4914.76,414.48,96.85,0.54,0.76,4685,4859,98,129
941,7365.50,3323.62,3009.26,687.51,96.84,0.20,0.52,3282,2930,85,163
942,7365.50,4856.87,2828.09,363.12,96.84,0.70,1.09,4802,2774,110,101
943,7365.00,2154.91,6158.83,402.13,96.84,0.57,1.46,2087,6115,143,98
944,7365.00,3985.20,4877.01,637.96,96.84,0.23,1.48,3915,4818,148,100
945,7362.50,4021.33,2067.12,386.23,96.82,0.62,0.81,3971,2008,104,128
946,7346.00,5003.28,5257.95,395.16,96.71,0.59,0.95,4956,5208,113,119
947,7338.00,3178.57,2667.82,404.33,96.66,0.56,0.54,3134,2593,83,154
948,7332.00,3660.12,1916.99,399.10,96.62,0.58,1.07,3602,1862,116,108
949,7329.00,3607.98,7021.87,385.85,96.60,0.62,0.96,3555,6965,109,114
950,7318.00,7290.51,3221.58,395.45,96.53,0.59,0.90,7227,3152,116,129
951,7317.00,5045.20,1880.84,598.44,96.52,0.26,0.53,5000,1803,87,163
952,7315.50,6672.09,2433.77,384.58,96.51,0.62,0.67,6629,2373,91,135
953,7312.50,2723.11,7247.90,357.89,96.49,0.72,1.07,2670,7188,113,106
954,7311.00,4949.62,4306.09,394.68,96.48,0.59,0.51,4914,4239,75,147
955,7308.50,6454.46,6127.69,750.51,96.46,0.16,0.92,6396,6055,134,146
